LONGITUD,LATITUD
-102.281869,21.880062
-102.285354,21.882499
-102.291777,21.872440
-102.270827,21.873617
-102.279896,21.880005
-102.273010,21.886789
-102.281235,21.882767
-102.281336,21.878407
-102.282287,21.882636
-102.295100,21.870812
-102.290295,21.865734
-102.281873,21.869790
-102.265547,21.873697
-102.290240,21.872796
-102.284452,21.882336
-102.267022,21.882297
-102.281381,21.877620
-102.278157,21.878434
-102.285984,21.879098
-102.274469,21.883930
-102.290240,21.872796
-102.272195,21.891316
-102.281980,21.866543
-102.272996,21.869537
-102.285070,21.883669
-102.275512,21.870756
-102.281336,21.878409
-102.282163,21.881590
-102.288024,21.865955
-102.278910,21.883127
-102.279562,21.882984
-102.274469,21.883930
-102.285984,21.879098
-102.281337,21.878408
-102.290575,21.870724
-102.290240,21.872796
